#,origin,destination,flow
8130,14570,26456,1
8131,5328,23205,1
8132,1126,36667,1
8133,17179,8246,1
8134,11807,26460,1
8135,7551,23421,1
8136,8148,4747,1
8137,8833,28823,1
8138,9237,10573,1
8139,29340,14910,1
8140,25883,12106,1
8141,40283,30855,1
8142,26514,7485,1
8143,26518,1076,1
8144,5681,13290,1
8145,32030,23105,1
8146,25119,23105,1
8147,819,3263,1
8148,16907,1469,1
8149,33261,8716,1
8150,28296,14154,1
8151,30270,11924,1
8152,20399,37279,1
8153,10498,32221,1
8154,1774,6466,1
8155,30021,11924,1
8156,10556,27543,1
8157,24660,2877,1
8158,11792,11925,1
8159,26661,26929,1
8160,29463,27782,1
8161,35890,16428,1
8162,24603,16534,1
8163,6513,6515,1
8164,30059,14366,1
8165,3497,20289,1
8166,26542,517,1
8167,26667,33360,1
8168,23878,26613,1
8169,27489,23251,1
8170,27476,8149,1
8171,35199,11877,1
8172,7077,11027,1
8173,5313,12748,1
8174,34981,32237,1
8175,28686,26975,1
8176,19448,16390,1
8177,8569,8989,1
8178,7104,32959,1
8179,29344,32824,1
8180,39890,30640,1
8181,16220,16422,1
8182,26123,19418,1
8183,38004,36984,1
8184,9598,25556,1
8185,14006,11793,1
8186,16378,26460,1
8187,17193,26460,1
8188,37945,7525,1
8189,26123,26460,1
8190,14725,24376,1
8191,12077,7073,1
8192,16902,12484,1
8193,38194,35979,1
8194,25219,39996,1
8195,7468,36487,1
8196,26096,2815,1
8197,13351,32514,1
8198,19510,32961,1
8199,3068,40067,1
8200,10179,31067,1
8201,26341,18842,1
8202,40157,30034,1
8203,7108,3279,1
8204,35545,39793,1
8205,35550,3281,1
8206,35427,4907,1
8207,20233,28194,1
8208,8494,25470,1
8209,33868,16423,1
8210,26009,20673,1
8211,29202,20673,1
8212,5158,24148,1
8213,19740,11911,1
8214,10033,31336,1
8215,35564,28808,1
8216,6813,28808,1
8217,694,28295,1
8218,18104,25251,1
8219,1103,19360,1
8220,15765,1860,1
8221,10525,29420,1
8222,29113,17930,1
8223,41113,12505,1
8224,18835,35658,1
8225,8190,634,1
8226,39987,12940,1
8227,32653,7080,1
8228,6380,5681,1
8229,26962,11450,1
8230,11142,27882,1
8231,24660,9191,1
8232,16251,4595,1
8233,31990,18668,1
8234,23299,17680,1
8235,35336,14234,1
8236,32944,27411,1
8237,6801,17807,1
8238,40683,20311,1
8239,20678,16952,1
8240,23279,8391,1
8241,5348,28510,1
8242,25412,10689,1
8243,5347,36997,1
8244,29078,10643,1
8245,20938,12324,1
8246,16216,18940,1
8247,31113,833,1
8248,6507,22498,1
8249,25717,6765,1
8250,28694,17784,1
8251,14001,32142,1
8252,821,6373,1
8253,14350,35710,1
8254,19911,31713,1
8255,13444,5345,1
8256,13430,5345,1
8257,30795,9605,1
8258,37686,11927,1
8259,26515,11926,1
8260,12101,36418,1
8261,7469,17270,1
8262,4709,17271,1
8263,6379,40451,1
8264,28593,37481,1
8265,13781,37218,1
8266,16527,28013,1
8267,24735,15155,1
8268,16397,36004,1
8269,16338,39329,1
8270,22906,3698,1
8271,13701,19139,1
8272,3044,11792,1
8273,7077,19235,1
8274,28606,20953,1
8275,11965,16536,1
8276,22115,26978,1
8277,23663,13360,1
8278,36991,35348,1
8279,32561,16198,1
8280,8683,40451,1
8281,8683,25035,1
8282,1695,5354,1
8283,17000,21447,1
8284,6220,2002,1
8285,1501,21306,1
8286,13695,32085,1
8287,7886,35208,1
8288,816,26154,1
8289,25008,41785,1
8290,6724,16263,1
8291,30758,10366,1
8292,14762,8778,1
8293,10548,30820,1
8294,27878,9567,1
8295,37407,16315,1
8296,6414,37650,1
8297,34951,37697,1
8298,34811,33612,1
8299,22958,38114,1
8300,961,28236,1
8301,32867,12100,1
8302,19745,12094,1
8303,16671,16793,1
8304,17504,25556,1
8305,11646,28283,1
8306,39864,18840,1
8307,19107,6077,1
8308,944,8044,1
8309,106,7258,1
8310,2060,11884,1
8311,17130,12069,1
8312,33137,36988,1
8313,5761,29394,1
8314,18020,19115,1
8315,35065,25087,1
8316,12679,41446,1
8317,35975,11590,1
8318,1965,18937,1
8319,14723,16793,1
8320,11742,37945,1
8321,16777,32090,1
8322,13603,35536,1
8323,35229,27620,1
8324,31289,41946,1
8325,35357,17556,1
8326,28798,17575,1
8327,474,17575,1
8328,6319,17273,1
8329,20052,36420,1
8330,39348,18926,1
8331,11975,30481,1
8332,30502,19689,1
8333,2810,30562,1
8334,8292,27358,1
8335,6166,11797,1
8336,11468,16391,1
8337,22331,12773,1
8338,18238,26123,1
8339,27491,15347,1
8340,6509,18990,1
8341,4612,28810,1
8342,35655,28812,1
8343,11923,3119,1
8344,5138,27571,1
8345,5963,14398,1
8346,13453,10019,1
8347,4848,10017,1
8348,28603,536,1
8349,41220,18699,1
8350,16216,28697,1
8351,25457,18531,1
8352,28683,21877,1
8353,32545,11034,1
8354,37374,23894,1
8355,20296,18968,1
8356,2827,11437,1
8357,2731,7077,1
8358,19156,16247,1
8359,25559,28282,1
8360,25756,14363,1
8361,18937,28282,1
8362,16387,26669,1
8363,16388,30541,1
8364,19037,28826,1
8365,13546,12197,1
8366,40676,13508,1
8367,9442,7353,1
8368,19909,8724,1
8369,14337,19032,1
8370,14349,10003,1
8371,15004,30820,1
8372,16750,33869,1
8373,17274,8895,1
8374,24616,16489,1
8375,35374,38462,1
8376,9366,13950,1
8377,22187,35327,1
8378,22222,11809,1
8379,34039,19837,1
8380,20673,831,1
8381,6988,37880,1
8382,33303,26790,1
8383,22272,2768,1
8384,26187,13487,1
8385,877,4515,1
8386,18069,29230,1
8387,16217,9450,1
8388,1590,36462,1
8389,28600,23437,1
8390,3137,6827,1
8391,18215,28509,1
8392,18210,11174,1
8393,25746,37458,1
8394,26929,14277,1
8395,18830,35827,1
8396,18840,101,1
8397,32762,36447,1
8398,10436,35065,1
8399,37683,26585,1
8400,7708,16225,1
8401,19353,30115,1
8402,16673,27233,1
8403,23535,896,1
8404,26610,13360,1
8405,27069,3068,1
8406,26417,25011,1
8407,39224,35420,1
8408,41075,21555,1
8409,14820,40302,1
8410,13648,23012,1
8411,8683,12748,1
8412,17318,13163,1
8413,18950,32009,1
8414,21511,36193,1
8415,21307,33576,1
8416,27412,29491,1
8417,10722,34293,1
8418,29881,26671,1
8419,33824,16493,1
8420,103,6642,1
8421,26474,10748,1
8422,30806,13117,1
8423,27390,2636,1
8424,24839,39224,1
8425,6538,16382,1
8426,4605,38464,1
8427,28896,5345,1
8428,25363,16390,1
8429,16072,5256,1
8430,24006,23594,1
8431,33304,40676,1
8432,14166,28810,1
8433,31368,21554,1
8434,23236,13501,1
8435,14998,20391,1
8436,7354,653,1
8437,27821,7452,1
8438,1744,13976,1
8439,17561,874,1
8440,14064,38878,1
8441,19040,2894,1
8442,27854,36460,1
8443,32087,36496,1
8444,22128,19353,1
8445,27879,10562,1
8446,19104,36418,1
8447,22060,15230,1
8448,11179,17211,1
8449,24714,33360,1
8450,22972,11812,1
8451,25470,31614,1
8452,8710,38855,1
8453,36193,28888,1
8454,18840,38457,1
8455,18830,38567,1
8456,6077,38586,1
8457,40389,580,1
8458,25383,32946,1
8459,19921,5136,1
8460,35348,12070,1
8461,18990,9420,1
8462,24989,37828,1
8463,37358,88,1
8464,1803,7318,1
8465,2827,19045,1
8466,7114,39219,1
8467,31915,16904,1
8468,35540,30080,1
8469,35552,30082,1
8470,3557,39355,1
8471,10628,25749,1
8472,28296,20094,1
8473,22897,9688,1
8474,32917,36381,1
8475,25418,9624,1
8476,20111,24931,1
8477,25039,39638,1
8478,28530,23405,1
8479,23288,36248,1
8480,19408,16492,1
8481,25700,474,1
8482,10500,38115,1
8483,30979,20673,1
8484,33229,20673,1
8485,6105,28289,1
8486,31131,36202,1
8487,9638,13708,1
8488,13492,33612,1
8489,5461,3307,1
8490,17287,8676,1
8491,17785,25030,1
8492,5117,6381,1
8493,7395,14910,1
8494,921,30336,1
8495,39794,30357,1
8496,20903,19241,1
8497,2460,9167,1
8498,816,19930,1
8499,7974,25717,1
8500,1642,28985,1
8501,24136,36996,1
8502,20035,11442,1
8503,7839,28254,1
8504,17356,10554,1
8505,523,13622,1
8506,7085,27110,1
8507,26824,7387,1
8508,28087,23501,1
8509,7499,39794,1
8510,27855,40076,1
8511,22093,4662,1
8512,35900,11582,1
8513,36303,878,1
8514,28796,4249,1
8515,11807,25410,1
8516,40186,27493,1
8517,5140,27487,1
8518,20477,11202,1
8519,10002,23237,1
8520,34475,11795,1
8521,5153,17165,1
8522,3263,12935,1
8523,3263,4559,1
8524,23105,7692,1
8525,28728,27821,1
8526,22581,28654,1
8527,5123,17283,1
8528,7360,5034,1
8529,19907,40023,1
8530,14768,17205,1
8531,7138,30253,1
8532,7140,30239,1
8533,31920,18669,1
8534,3223,14281,1
8535,19129,35337,1
8536,11812,101,1
8537,19079,64,1
8538,31964,64,1
8539,23215,474,1
8540,28580,7475,1
8541,3726,35120,1
8542,19550,9688,1
8543,8382,16602,1
8544,22728,25660,1
8545,16224,31152,1
8546,15427,40690,1
8547,31188,2234,1
8548,35890,16939,1
8549,5159,5143,1
8550,2623,16931,1
8551,30148,2898,1
8552,5682,12466,1
8553,1589,12933,1
8554,4557,39333,1
8555,476,21813,1
8556,1502,5681,1
8557,17574,16493,1
8558,19625,20673,1
8559,32522,41001,1
8560,19241,27233,1
8561,4510,11554,1
8562,4510,36377,1
8563,7439,17312,1
8564,14433,31321,1
8565,25403,28815,1
8566,17889,19334,1
8567,20673,19036,1
8568,10472,11795,1
8569,9381,22822,1
8570,31440,22822,1
8571,1140,9244,1
8572,21107,20683,1
8573,23105,20065,1
8574,23105,7782,1
8575,23105,40689,1
8576,879,15196,1
8577,24628,30080,1
8578,19709,30769,1
8579,14982,8983,1
8580,21067,41283,1
8581,22115,10472,1
8582,21107,25403,1
8583,19173,879,1
8584,2984,13373,1
8585,2984,16327,1
8586,1140,13493,1
8587,109,6766,1
8588,12717,16378,1
8589,1960,21740,1
8590,19836,19365,1
8591,5364,31386,1
8592,16603,6370,1
8593,8190,28262,1
8594,18835,20386,1
8595,18835,19824,1
8596,29397,19345,1
8597,11897,19825,1
8598,38966,24903,1
8599,24653,30510,1
8600,41803,24020,1
8601,17629,26619,1
8602,13193,10617,1
8603,21777,27413,1
8604,27796,12134,1
8605,11027,9584,1
8606,16609,5142,1
8607,7373,16772,1
8608,12340,19132,1
8609,3144,7135,1
8610,26279,10502,1
8611,35317,2898,1
8612,27233,8459,1
8613,27233,8462,1
8614,6455,3685,1
8615,7073,18560,1
8616,4513,11163,1
8617,16328,212,1
8618,12312,21361,1
8619,20673,20337,1
8620,10472,11175,1
8621,21085,34948,1
8622,10497,493,1
8623,7955,25121,1
8624,20212,29305,1
8625,17167,8998,1
8626,32943,31613,1
8627,8028,2009,1
8628,2819,19693,1
8629,24148,29536,1
8630,4555,32073,1
8631,4236,15258,1
8632,7705,32148,1
8633,6527,18370,1
8634,3707,9167,1
8635,33961,7403,1
8636,38804,11984,1
8637,19693,19353,1
8638,12697,31329,1
8639,7115,13816,1
8640,16280,15009,1
8641,10550,8792,1
8642,2555,36233,1
8643,36578,14379,1
8644,5171,18699,1
8645,36214,28806,1
8646,15155,36332,1
8647,9567,24913,1
8648,30044,19936,1
8649,13204,6538,1
8650,885,11808,1
8651,37958,31614,1
8652,37957,19031,1
8653,2433,30146,1
8654,3148,9000,1
8655,20904,23341,1
8656,28300,36496,1
8657,28300,22198,1
8658,28300,19909,1
8659,27294,31326,1
8660,16716,6716,1
8661,19035,26921,1
8662,19381,25820,1
8663,7487,2457,1
8664,12382,30113,1
8665,40406,19365,1
8666,1050,28289,1
8667,14923,3205,1
8668,14923,30063,1
8669,14743,17182,1
8670,14745,11809,1
8671,18555,28087,1
8672,16224,11809,1
8673,16490,11812,1
8674,19690,8719,1
8675,16490,877,1
8676,20388,20259,1
8677,16444,27400,1
8678,34952,10472,1
8679,6402,18876,1
8680,29008,39730,1
8681,21526,16798,1
8682,19838,4941,1
8683,2442,34373,1
8684,33136,28260,1
8685,3126,28260,1
8686,41408,23105,1
8687,5681,17032,1
8688,9414,32197,1
8689,6513,7076,1
8690,13781,5370,1
8691,15021,30882,1
8692,27649,18545,1
8693,2078,24375,1
8694,32858,20303,1
8695,40433,11246,1
8696,35619,32045,1
8697,6553,40677,1
8698,6556,40676,1
8699,19296,30023,1
8700,40698,2982,1
8701,27500,5483,1
8702,14639,14181,1
8703,10486,41283,1
8704,30147,29452,1
8705,14714,20482,1
8706,12669,38276,1
8707,3430,15479,1
8708,22678,10643,1
8709,15378,13386,1
8710,6644,12748,1
8711,32684,12100,1
8712,17785,5281,1
8713,22403,16425,1
8714,26486,27856,1
8715,28668,31257,1
8716,7079,19086,1
8717,11926,31964,1
8718,23890,35081,1
8719,12932,20378,1
8720,19079,2405,1
8721,38815,31965,1
8722,7136,3307,1
8723,33821,35737,1
8724,27089,25310,1
8725,10489,12646,1
8726,14921,17290,1
8727,30767,25031,1
8728,34735,11449,1
8729,17307,18300,1
8730,12726,6491,1
8731,39987,17807,1
8732,8748,20303,1
8733,19394,11875,1
8734,2771,23235,1
8735,34609,20551,1
8736,578,17194,1
8737,1443,16320,1
8738,31216,17461,1
8739,18671,5348,1
8740,39578,17301,1
8741,38851,27881,1
8742,9254,22827,1
8743,15244,33239,1
8744,4684,40404,1
8745,14135,24965,1
8746,10776,23719,1
8747,2317,23719,1
8748,35620,32824,1
8749,17868,18234,1
8750,40128,28749,1
8751,18230,3726,1
8752,17504,25695,1
8753,8094,25556,1
8754,28124,41281,1
8755,7060,23105,1
8756,578,37586,1
8757,7443,16167,1
8758,1499,18696,1
8759,16793,37689,1
8760,31322,21735,1
8761,9021,4236,1
8762,24152,35197,1
8763,21719,22324,1
8764,13999,11886,1
8765,36679,40947,1
8766,37696,2461,1
8767,35977,14690,1
8768,18048,17313,1
8769,11786,13187,1
8770,6103,31629,1
8771,6856,13652,1
8772,25669,3731,1
8773,33870,29305,1
8774,4177,35081,1
8775,31062,33806,1
8776,14443,26581,1
8777,11924,11808,1
8778,19620,27873,1
8779,37009,12699,1
8780,27975,157,1
8781,617,95,1
8782,14167,12753,1
8783,16316,39780,1
8784,6371,3747,1
8785,7492,15365,1
8786,7501,41926,1
8787,38062,622,1
8788,27867,8028,1
8789,24957,25602,1
8790,29113,34747,1
8791,5762,3465,1
8792,13397,36996,1
8793,6728,36991,1
8794,30760,37002,1
8795,28683,20673,1
8796,4249,32221,1
8797,40300,35628,1
8798,27359,16997,1
8799,24152,20605,1
8800,26573,3227,1
8801,1594,36042,1
8802,1593,36577,1
8803,28753,27873,1
8804,28753,31153,1
8805,5119,18671,1
8806,31626,13256,1
8807,32597,12768,1
8808,3633,21107,1
8809,7588,656,1
8810,25190,24729,1
8811,25803,2567,1
8812,10495,16820,1
8813,18962,14398,1
8814,19006,8983,1
8815,10776,6019,1
8816,28733,17027,1
8817,12104,10510,1
8818,2860,26589,1
8819,20542,6358,1
8820,7144,19132,1
8821,7060,35407,1
8822,4778,34305,1
8823,4098,34289,1
8824,35870,34942,1
8825,7244,33934,1
8826,3569,17189,1
8827,4709,20096,1
8828,14464,7503,1
8829,41005,31313,1
8830,38854,9443,1
8831,35332,19542,1
8832,30054,19542,1
8833,25252,16498,1
8834,23232,23618,1
8835,6108,12127,1
8836,39073,33965,1
8837,14692,24773,1
8838,22414,32932,1
8839,1444,11789,1
8840,14051,11356,1
8841,14051,22388,1
8842,14051,11358,1
8843,10489,7123,1
8844,16233,15276,1
8845,13779,6515,1
8846,6258,6902,1
8847,28283,31992,1
8848,7387,18656,1
8849,13810,33821,1
8850,7733,3263,1
8851,32765,622,1
8852,36446,5835,1
8853,16318,7077,1
8854,13150,12128,1
8855,12354,7144,1
8856,22093,14896,1
8857,10605,9003,1
8858,23841,30544,1
8859,568,21670,1
8860,13547,6020,1
8861,35979,2233,1
8862,16755,14371,1
8863,7695,10503,1
8864,1113,7083,1
8865,22090,30855,1
8866,7216,32038,1
8867,9325,13684,1
8868,11793,11027,1
8869,11790,11028,1
8870,11986,10509,1
8871,35055,2224,1
8872,7541,33411,1
8873,4104,23112,1
8874,24573,41008,1
8875,19022,8728,1
8876,38875,27294,1
8877,40599,8543,1
8878,40599,11028,1
8879,27430,33304,1
8880,37406,16216,1
8881,40944,18937,1
8882,13386,26116,1
8883,33065,1676,1
8884,15111,3725,1
8885,3741,3465,1
8886,13037,11128,1
8887,13041,29070,1
8888,37513,40950,1
8889,11484,41406,1
8890,36214,2024,1
8891,16219,35870,1
8892,37269,13145,1
8893,7115,11217,1
8894,18831,15855,1
8895,21597,2002,1
8896,24729,12717,1
8897,17179,35798,1
8898,25622,17629,1
8899,12512,21268,1
8900,21511,36803,1
8901,12512,36801,1
8902,34682,31152,1
8903,19834,31153,1
8904,19834,27873,1
8905,9696,11897,1
8906,19107,32937,1
8907,28224,16772,1
8908,24137,11789,1
8909,3942,11172,1
8910,1418,36676,1
8911,12127,4555,1
8912,16916,37016,1
8913,21977,28002,1
8914,17628,8903,1
8915,4273,27679,1
8916,2317,4645,1
8917,12104,13723,1
8918,7127,39996,1
8919,2317,7509,1
8920,23632,28888,1
8921,39761,7145,1
8922,29479,35620,1
8923,11084,17858,1
8924,29137,35620,1
8925,36873,230,1
8926,8470,23240,1
8927,34779,33116,1
8928,20504,24707,1
8929,30511,3120,1
8930,19594,6256,1
8931,490,7137,1
8932,12548,34554,1
8933,30541,31920,1
8934,23206,11810,1
8935,41743,36488,1
8936,33806,8786,1
8937,15214,24176,1
8938,20360,16498,1
8939,2986,37531,1
8940,26074,6812,1
8941,2542,26235,1
8942,2643,8463,1
8943,2658,8465,1
8944,35856,35305,1
8945,19470,33928,1
8946,6495,14397,1
8947,28293,14827,1
8948,29488,20311,1
8949,33868,17807,1
8950,3167,11895,1
8951,35148,7702,1
8952,34116,36240,1
8953,12751,27362,1
8954,15225,910,1
8955,1871,20470,1
8956,22929,11809,1
8957,38493,26097,1
8958,41943,3205,1
8959,3844,11809,1
8960,9009,16501,1
8961,37694,9650,1
8962,7506,30329,1
8963,16999,35449,1
8964,16999,4558,1
8965,3781,38469,1
8966,32126,10194,1
8967,32132,3377,1
8968,8674,21971,1
8969,32142,26291,1
8970,32089,22572,1
8971,31142,8730,1
8972,4330,18937,1
8973,1763,16904,1
8974,3761,23207,1
8975,16268,35301,1
8976,32601,7702,1
8977,33261,7705,1
8978,8656,19550,1
8979,21106,23254,1
8980,16602,13974,1
8981,16233,5363,1
8982,22391,17977,1
8983,22392,34445,1
8984,16909,5364,1
8985,36488,2024,1
8986,34939,3263,1
8987,32561,23105,1
8988,17025,23105,1
8989,13974,35358,1
8990,22030,19781,1
8991,16777,7131,1
8992,16750,20673,1
8993,20266,37481,1
8994,6825,30835,1
8995,7977,26578,1
8996,3045,15622,1
8997,17000,6256,1
8998,10301,10491,1
8999,37405,17207,1
9000,12077,8727,1
9001,29379,13776,1
9002,27391,34574,1
9003,27389,16988,1
9004,19392,33840,1
9005,28678,23105,1
9006,3072,23105,1
9007,31578,23105,1
9008,1685,7079,1
9009,20299,36845,1
9010,31042,13655,1
9011,41746,38056,1
9012,41743,13690,1
9013,27834,1443,1
9014,7111,6361,1
9015,4642,4267,1
9016,27882,16765,1
9017,2001,19134,1
9018,4661,19132,1
9019,7387,16387,1
9020,11807,2087,1
9021,26525,11892,1
9022,19522,3140,1
9023,34934,24148,1
9024,19411,13364,1
9025,20904,10002,1
9026,14072,35064,1
9027,23277,36417,1
9028,23867,19548,1
9029,30113,7079,1
9030,40133,7486,1
9031,19088,10002,1
9032,39211,29531,1
9033,27493,32131,1
9034,17955,29248,1
9035,7835,31257,1
9036,3173,27159,1
9037,6064,20304,1
9038,21107,28718,1
9039,24118,1196,1
9040,38967,35656,1
9041,27291,1803,1
9042,10504,17027,1
9043,24222,20254,1
9044,20308,33005,1
9045,10495,11871,1
9046,21107,35849,1
9047,17191,7244,1
9048,29998,10475,1
9049,26133,13677,1
9050,21263,20388,1
9051,13205,6212,1
9052,21254,16225,1
9053,16786,16909,1
9054,10364,7358,1
9055,32001,20108,1
9056,3662,22581,1
9057,35336,16387,1
9058,28880,18818,1
9059,41567,28752,1
9060,8132,28761,1
9061,6000,14017,1
9062,24839,41558,1
9063,16135,33504,1
9064,8498,11220,1
9065,14062,7485,1
9066,16996,7515,1
9067,13685,5777,1
9068,33504,481,1
9069,18016,8887,1
9070,7955,38387,1
9071,7954,12114,1
9072,12752,24700,1
9073,12752,18272,1
9074,7382,22229,1
9075,11899,29879,1
9076,37987,37945,1
9077,40677,16220,1
9078,28208,24191,1
9079,16920,517,1
9080,28678,26906,1
9081,19030,15872,1
9082,2983,24704,1
9083,33960,37476,1
9084,17186,16233,1
9085,12164,8308,1
9086,13351,37012,1
9087,15498,24376,1
9088,27690,24356,1
9089,11640,28678,1
9090,16426,19782,1
9091,24839,10540,1
9092,6358,3263,1
9093,22239,27861,1
9094,26544,16386,1
9095,3503,41281,1
9096,37230,8983,1
9097,12208,13370,1
9098,1128,28811,1
9099,7445,40676,1
9100,16491,12091,1
9101,30763,16340,1
9102,27293,32971,1
9103,20299,17276,1
9104,11801,17275,1
9105,27746,22764,1
9106,21427,1113,1
9107,41057,23623,1
9108,37987,40453,1
9109,40678,13364,1
9110,13175,21715,1
9111,9528,12646,1
9112,18443,32458,1
9113,38829,6802,1
9114,7060,30059,1
9115,14437,28822,1
9116,1718,17862,1
9117,28802,35317,1
9118,12773,1844,1
9119,9245,35619,1
9120,15252,8190,1
9121,19360,18829,1
9122,17461,18119,1
9123,27516,22271,1
9124,5355,28732,1
9125,11197,30082,1
9126,7525,11469,1
9127,20294,34764,1
9128,14475,3725,1
9129,18886,33963,1
9130,40315,22105,1
9131,37022,13173,1
9132,8480,35148,1
9133,8370,19835,1
9134,28262,3148,1
9135,33918,31337,1
9136,20414,58,1
9137,876,27491,1
9138,36828,3924,1
9139,22077,37804,1
9140,23021,12751,1
9141,16993,16219,1
9142,28694,12751,1
9143,9129,19142,1
9144,12754,7509,1
9145,11175,37253,1
9146,11908,13684,1
9147,20304,36228,1
9148,17807,26123,1
9149,20305,31211,1
9150,20306,31211,1
9151,35420,41241,1
9152,27881,1672,1
9153,32653,19036,1
9154,18989,23235,1
9155,16535,23235,1
9156,13538,41590,1
9157,35351,22117,1
9158,5610,4249,1
9159,3167,13888,1
9160,16374,18475,1
9161,9709,32241,1
9162,7705,14169,1
9163,25248,39804,1
9164,21160,24734,1
9165,14982,19142,1
9166,28603,12751,1
9167,24957,16319,1
9168,14055,27524,1
9169,8642,12765,1
9170,16706,32938,1
9171,28081,26119,1
9172,20260,11802,1
9173,15109,10552,1
9174,19690,4040,1
9175,8834,7319,1
9176,10381,13977,1
9177,6727,874,1
9178,14049,7858,1
9179,10971,40373,1
9180,16868,31313,1
9181,25457,1048,1
9182,12948,26262,1
9183,35891,10338,1
9184,6951,21447,1
9185,22415,7060,1
9186,5034,19139,1
9187,41005,18840,1
9188,3493,13371,1
9189,22766,10689,1
9190,12104,31327,1
9191,33135,41829,1
9192,40677,29095,1
9193,16315,10497,1
9194,13675,4716,1
9195,3760,26581,1
9196,17176,6607,1
9197,5983,19139,1
9198,8149,35330,1
9199,8664,5779,1
9200,28603,7360,1
9201,27020,14162,1
9202,28683,15077,1
9203,25457,27854,1
9204,3460,3259,1
9205,9523,27444,1
9206,3263,7508,1
9207,3263,7501,1
9208,33933,2764,1
9209,30979,2823,1
9210,28262,4818,1
9211,3267,32496,1
9212,11491,11864,1
9213,21673,18490,1
9214,40103,27379,1
9215,19693,35317,1
9216,37650,878,1
9217,18668,24147,1
9218,41242,40677,1
9219,36254,18482,1
9220,10371,1685,1
9221,3027,28300,1
9222,19119,28300,1
9223,13135,23401,1
9224,28607,41294,1
9225,4271,27233,1
9226,20482,27233,1
9227,19832,14051,1
9228,7463,8498,1
9229,22062,2775,1
9230,7065,7527,1
9231,30418,24957,1
9232,9443,31223,1
9233,3473,24373,1
9234,1597,31152,1
9235,12118,18829,1
9236,22248,4723,1
9237,775,13141,1
9238,28816,24652,1
9239,28821,10614,1
9240,4642,18829,1
9241,4642,8190,1
9242,6451,877,1
9243,32655,3263,1
9244,14727,14302,1
9245,4562,23341,1
9246,13018,20050,1
9247,8586,29495,1
9248,35547,9611,1
9249,38183,39864,1
9250,36303,15127,1
9251,20181,23618,1
9252,13184,22920,1
9253,12561,31322,1
9254,28803,11452,1
9255,35279,10563,1
9256,5116,10563,1
9257,20389,31211,1
9258,35642,34373,1
9259,6404,10374,1
9260,17190,14538,1
9261,26122,1891,1
9262,4232,23379,1
9263,7702,29531,1
9264,10726,33494,1
9265,23797,37697,1
9266,30755,14277,1
9267,578,19692,1
9268,12075,19115,1
9269,32940,8785,1
9270,19254,3990,1
9271,17189,35195,1
9272,29028,39791,1
9273,17590,17674,1
9274,3726,4645,1
9275,28293,7501,1
9276,28910,27388,1
9277,30518,31221,1
9278,9995,17919,1
9279,9550,24582,1
9280,10729,5396,1
9281,9030,23105,1
9282,35991,23105,1
9283,23105,7101,1
9284,4660,39635,1
9285,5223,28062,1
9286,25848,25756,1
9287,25848,20941,1
9288,19088,40257,1
9289,28804,11924,1
9290,36446,7076,1
9291,28085,18816,1
9292,6259,35357,1
9293,5136,14226,1
9294,3944,31259,1
9295,22409,30769,1
9296,16771,7280,1
9297,13033,16418,1
9298,16974,40252,1
9299,6018,28081,1
9300,12753,7014,1
9301,13384,17977,1
9302,13993,30823,1
9303,30595,3591,1
9304,30595,34797,1
9305,18092,22235,1
9306,21972,833,1
9307,19036,5740,1
9308,1218,35303,1
9309,38001,5138,1
9310,36421,8980,1
9311,20035,13708,1
9312,20035,13707,1
9313,22182,40701,1
9314,17629,11812,1
9315,27950,7887,1
9316,32351,24182,1
9317,2646,3920,1
9318,2609,30143,1
9319,35891,24065,1
9320,617,21598,1
9321,40178,5138,1
9322,5681,29654,1
9323,7080,39350,1
9324,5681,4608,1
9325,20944,21455,1
9326,10620,31611,1
9327,36510,2220,1
9328,19142,6369,1
9329,18063,22170,1
9330,22886,38294,1
9331,8677,27162,1
9332,23236,12208,1
9333,775,6387,1
9334,5166,23038,1
9335,29805,31290,1
9336,7105,19693,1
9337,28320,11390,1
9338,34187,30858,1
9339,22504,38946,1
9340,4081,27851,1
9341,38967,27320,1
9342,35219,2927,1
9343,17188,2819,1
9344,17188,34279,1
9345,38821,11179,1
9346,5286,22327,1
9347,21699,27852,1
9348,23624,22325,1
9349,35976,38172,1
9350,13424,5205,1
9351,23437,40678,1
9352,18923,6823,1
9353,18925,27478,1
9354,27241,6822,1
9355,11063,21699,1
9356,14683,20297,1
9357,34838,15264,1
9358,8907,29490,1
9359,15213,4516,1
9360,17808,26556,1
9361,7981,31497,1
9362,26763,12130,1
9363,16937,7150,1
9364,27371,4604,1
9365,27374,35994,1
9366,33133,26286,1
9367,8115,20673,1
9368,848,19765,1
9369,22010,24178,1
9370,21715,24836,1
9371,21715,34475,1
9372,7526,20212,1
9373,13357,9611,1
9374,5362,18016,1
9375,1709,26842,1
9376,29454,30051,1
9377,22708,19128,1
9378,23401,40128,1
9379,7951,17028,1
9380,28715,7363,1
9381,40406,24644,1
9382,3338,33741,1
9383,7424,874,1
9384,25861,1655,1
9385,26265,34806,1
9386,7738,24580,1
9387,20259,27882,1
9388,11220,11130,1
9389,6139,34541,1
9390,17793,28075,1
9391,14820,34396,1
9392,1545,16950,1
9393,37206,5796,1
9394,13473,6256,1
9395,13473,30113,1
9396,27520,6256,1
9397,11503,28801,1
9398,22411,13942,1
9399,11786,32640,1
9400,28641,31131,1
9401,35546,38419,1
9402,16601,12646,1
9403,36803,24709,1
9404,5205,9696,1
9405,10877,15003,1
9406,25708,12738,1
